I/O Data Operations, I/O Data Bytes,Number of subprocesses,Time on processor,Disk Reading/sec,Disc Writing/sec,Bytes Sent/sent,Received Bytes (HTTP),Network packets sent,Network packets received,Pages Read/sec,Pages Input/sec,Page Errors/sec,Confirmed byte radius,Label
3.1173227553964855,-0.029542173934023648,0.0,0.8692668181093571,0.8745178955144586,954.629974931654,-0.04733277200357575,-0.04700025292347595,-0.07765085645234891,-0.08265462567373441,276.78233984983956,0.0,0.3169879247574151,-0.23722354547056407,1
0.07674907909865412,0.006529424543549374,0.0,0.23073407969689447,0.7246419843208929,0.0,-0.23726086074838865,-0.11151482191215296,-0.24995568872638813,-0.1388331346924491,0.2499556692047945,0.0,0.40413517637730434,0.2817815984829625,0
-0.3495216724461441,-0.12463508637582546,0.0,-0.0769560081600081,-0.026191075557890606,0.0,-0.2967555139855384,-0.1426374219298448,-0.4615513663466424,-0.3484583759192939,0.24999811629101534,0.0,-0.3586675515428019,-0.06672138202411415,0
0.5968515106940082,3.169162035675958,1.0,1.083450149462419,2.803547420754584,240.97747976372997,2.852489782206401,12.898654447962608,2.2517386118141642,3.7164809736010453,63.01441772997129,0.0,11.275255539394365,0.9924904967321674,0
-0.19841430295932497,-0.09947829965966726,-1.0,0.07695639367000322,-0.06975557945067687,0.0,-0.27325509039029855,-0.14192123154465935,-0.48074271607230695,-0.36455141288296655,-0.25000772398028986,0.0,-0.1312908760578265,0.512511611336427,1
-0.142677495136969,-0.08386193331053196,-0.3333333333333333,-0.0769560081600081,-0.13527080967333774,0.0,0.10855405918677886,0.009977731245918501,0.019627306800205475,0.07102196369510916,7.744652572074377e-05,0.0,-0.360486228744604,-0.14957535480412298,0
0.31279426455661913,0.006058759404002074,-1.0,0.3848727869719108,-0.2356957444161019,0.0,-0.31024159185528144,-0.14824512163828527,-0.49996540690740643,-0.3806682377081536,-0.25000772398028986,0.0,0.0657079826856303,-1.1608884147372829,1
-0.34952202464573545,-0.12733766617521325,-0.3333333333333333,-0.0769560081600081,2.3393879745931816,0.9994280088990789,0.13209695084144973,0.04893857510202695,-0.09615056855606552,-0.2033819330733139,0.24986696120721924,0.0,0.3212719877479566,1.0130485232270867,0
0.6373195198713448,3.0109832495355344,6.666666666666667,1.02356144202165,2.7804105776568373,60.968810385484254,3.834323096420969,5.481815804474728,2.7121783358215024,2.328081915673224,8.498330446015515,0.0,10.865545384661797,-0.9872262563498079,0
-0.3260157712058486,-0.10616981537958405,0.6666666666666666,-0.0769560081600081,0.5504078120165703,0.0,-0.06278081769295736,0.07642035980620174,-0.09583318452308896,-0.05802953637409285,0.2501724722258818,0.0,-0.3767145827268683,-1.0458343443407234,0
0.2293823531640507,-0.002483209227917172,-1.3333333333333333,-0.0769560081600081,1.0264455135116033,0.0,-0.25369046177193894,-0.12843378528663352,-0.4230072533855649,-0.30002123228840016,8.165410861145173e-05,0.0,-0.057309805009745196,-0.7660629922352573,1
0.08678833751741281,-0.04985845404164449,-0.3333333333333333,0.0768788197535727,-0.16155872215195755,0.9995365611338081,0.019202975155505963,0.09427270715777783,0.03855666334346824,0.05464040910192671,-4.3234601735163894e-05,0.0,-0.1574996182089439,-0.07939027608014171,0
-0.34952214437184465,-0.12733770437817601,-0.3333333333333333,-0.0769560081600081,-0.21396482498270222,0.0,0.0706731054068527,0.06568389377824763,-0.03850079632897002,-0.10667620085917258,-0.25000772398028986,0.0,-0.4663976663929352,0.3554448363127892,0
1.3055042207185406,80.78328930728209,1.0,19.346195478101688,1.0682393252744211,5.009052583829412,1.4813855810027001,1.5240457037990502,0.734110050482185,0.6052995141160554,10.522918249777932,0.0,6.59565832166151,-1.1154987852161964,0
-0.15008573049488175,0.0217129295185689,0.3333333333333333,0.07693664182169034,0.7293371265452441,0.0,0.37005413114295754,-0.02021766284184912,0.15426280676906762,0.0709663962724344,0.5001694747449555,0.0,0.3332593315077183,0.06338061270671537,0
0.2641529650781646,-0.01228494512885771,-0.3333333333333333,0.15385442024051635,-0.2401073238284573,0.0,-0.22526506866095838,-0.11212891944517774,-0.24988838771746147,-0.1710312005236221,-0.25000772398028986,0.0,0.12551792922439942,-0.9181547697360762,0
0.5968515106940082,3.169162035675958,1.3333333333333333,1.083450149462419,3.0640418652232917,40.977944698394666,4.14020119276614,30.836255713820258,4.077732154083365,9.293335496980298,8.748043222935255,0.0,12.01763031546622,0.2465227418905624,0
0.07276908051607668,-0.05072423011983865,-0.3333333333333333,0.0769061843165017,-0.2357482258507049,0.0,-0.18165221425689737,-0.03206520321006997,-0.21143582376379294,-0.13879677216876926,2.1600425535082957e-06,0.0,-0.12704649446976313,-0.2125799493387626,0
-0.3199800670209278,-0.12394667041497312,0.0,-0.0769560081600081,-0.05236568271547363,0.0,-0.24755508740567445,-0.13993058197510214,-0.4038197865602572,-0.3323219826061615,-0.25000772398028986,0.0,-0.3989766375354622,-0.32085124688868794,0
-0.3099117435861736,-0.10319656216829678,0.3333333333333333,-0.0769560081600081,0.20520194839311234,0.0,0.05126884686372959,0.11553804476888854,0.11561768991656865,0.16761417995542488,0.2500017388623811,0.0,-0.3785867787152421,0.8019292558520185,0
-0.12131786005004659,-0.07987231715155958,-1.0,0.07731400736426339,-0.21359278970577875,0.0,-0.2724594726044201,-0.12529786504021662,-0.48042763234395647,-0.36432502251749554,-0.25000772398028986,0.0,-0.24436075935417845,0.45903037919943646,1
-0.34952211095850205,-0.12733769372228973,0.0,-0.0769560081600081,-0.05684315773302994,0.0,-0.025417409638795043,0.03594536587617897,-0.17311400230294077,-0.25176409784568227,-8.645795324870083e-05,0.0,-0.26008196967228353,-0.5214492572503407,0
-0.34952211536930494,-0.1273376951304288,0.0,-0.0769560081600081,-0.14849630702859362,0.0,-0.18764061544592156,-0.12933328848675202,-0.307742575385347,-0.2678865920458815,0.24983317679165568,0.0,-0.24545114040508778,0.07331614446970637,0
0.3253764840841994,0.01973507290409758,-1.0,0.15389650286607487,-0.248823756912279,0.0,-0.21883759947981782,-0.13214086922435214,-0.4615077220271805,-0.3806897605774236,-0.25000772398028986,0.0,0.20884685055435107,0.5307990707762579,1
1.048817847401144,0.2273707756926766,-0.6666666666666666,0.38481155070320433,-0.2007673437901284,0.0,0.14156409890195215,0.05878622911062312,0.4431176574887232,0.49055299747908826,-0.25000772398028986,0.0,0.5788980769541252,-0.024115728395307463,1
-0.18304124196656338,-0.09779896466285322,-0.3333333333333333,-0.0769560081600081,0.11784271227693717,0.0,-0.17183465281806673,-0.08380225560140428,-0.05758425336987097,0.006298540290586687,0.4999371576682364,0.0,0.005188005108158388,0.40915746694542243,0
0.5968515106940082,3.169162035675958,4.0,1.083450149462419,2.3074161188174007,169.96906996838206,12.629880284236835,323.94547703416504,23.238064733199735,90.03942638797812,8.20146387265125,0.0,7.7896971029858975,-0.40548406842721946,0
-0.139459078262203,0.6033078560704018,1.0,-5.236953881895131e-05,0.5279840378426872,0.9993599894299904,0.04390192576480627,0.06647920906578479,-0.23081297438385479,-0.17115589919628577,0.49975326154542526,0.0,1.0166312821144028,-0.48963964021184414,0
6.027935936234217,3.8457940571804046,0.0,2.154329679842739,-0.23136911879801303,0.9998435484731333,1.913576251665083,25.98307975660628,3.19440334975433,7.071174212395193,0.2500747978016651,0.0,0.11145296919966984,0.9003301002741799,1
6.436460698323082,2.3665524305694,1.0,4.152854978931461,2.1084517035636123,152.93701870644492,15.48610639948745,199.30692064695813,23.6421828213073,58.574039761781364,2.999699031258322,0.0,4.647275231512146,0.7871850376599356,0
-0.3508643718484975,-0.12776598672949938,-0.6666666666666666,-0.0769560081600081,0.1790758228590774,0.0,2.354920290620325,2.968703712503445,0.42357985348968513,0.780615827776109,0.2500687564326482,0.0,-0.05518144016124954,0.05990245009419423,0
-0.2776842449535818,-0.10320321598810063,0.3333333333333333,-0.0769560081600081,0.20085428128164035,0.0,1.3120823907273391,0.9196052905197423,1.1545799618104846,0.9256415423433699,0.25001868169616026,0.0,-0.4371492480600114,-0.6084683433384438,0
0.42119287505461916,0.00983560098431803,-0.3333333333333333,0.7692690636496892,-0.19645760995231779,0.0,0.05790663522953558,0.28345156767407553,-0.01905521575860684,0.054723153528628304,-3.150062057227246e-06,0.0,-0.1950037133294756,-1.1069226950683815,1
-0.34952161794553827,-0.12461480367724286,0.0,-0.0769560081600081,-0.07420459527917808,0.0,-0.31607510849453396,-0.14792163805282246,-0.5192638372419072,-0.3807093522886153,5.3438552756164226e-06,0.0,-0.4153698188973347,-0.4083403519660438,0
